750	3
-414	52	-0.201025421918393	-0.36993300931347
-312	-68	0.653736991485336	-0.282923851595841
-299	53	-0.400677510910367	-0.254296828881839
-381	-50	-0.266457106234931	-0.317322625576318
-373	-85	0.356486709189123	-0.312376285516632
-364	-67	-0.733268227179785	-0.271456005157806
-187	-40	-0.659657582323679	-0.129293015004474
-411	22	0.240821558275094	-0.367573319179094
-191	-18	-0.0178533280434584	-0.153412643981214
-373	-22	-0.461226233710746	-0.301740584964247
-319	-13	0.525864436780908	-0.286507340018033
-474	-68	0.177709280678732	-0.414780327048882
-324	-36	0.942136906033509	-0.296752185026448
-369	-62	0.763237403485214	-0.326021443517742
-197	-19	-0.103854487746818	-0.162781733122643
-384	-34	-0.054414502395703	-0.322056558969652
-278	-61	0.84789574877163	-0.262748707057743
-350	-62	0.785576952421644	-0.31681646119956
-182	-18	0.787041840876492	-0.176624190984098
-213	-8	0.595385601367229	-0.202908061879667
-456	52	0.71935178685873	-0.464610109220641
-360	-29	0.153233436078982	-0.31538337186738
-167	-16	0.172887356181524	-0.152030160569625
-391	-76	-0.439985351115452	-0.311217270151667
-352	-41	-0.558030945768609	-0.269825586379876
-275	-51	0.281350138859218	-0.236603017432795
-572	-39	0.423444318979461	-0.539209373445465
-270	-42	-0.230506302072207	-0.210959586412394
-349	-27	0.840754417554247	-0.315844574026375
-508	-68	0.95318460646382	-0.4916940319285
-174	-42	-0.704458754234443	-0.116534913611264
-248	-44	-0.872188482314524	-0.169921262496964
-335	-29	-0.54704428235725	-0.257139043196429
-248	-84	0.446760460219123	-0.213387249618153
-344	-50	-0.47911008026368	-0.273875791210867
-371	-1	-0.375408185064241	-0.313715665415673
-482	-69	-0.968443861201819	-0.378313031983443
-284	-38	0.732596819971313	-0.251992522983446
-164	-10	-0.441755424665059	-0.117465711146483
-474	30	-0.229773857844783	-0.44185787458146
-287	-16	0.513962218085269	-0.266583119054616
-388	-24	0.477156895657216	-0.342404065606233
-348	-12	-0.0472121341593676	-0.287948321652909
-380	64	-0.21988586077456	-0.337831257322908
-477	92	0.553209021271401	-0.487061563662143
-458	-57	-0.65019684438612	-0.369046732551794
-227	-11	0.689260536515397	-0.204484125752646
-477	-58	0.809686574907682	-0.455543573000807
-203	-16	-0.506210516678365	-0.148676480809337
-478	-58	-0.349833674123356	-0.414093425913248
-371	-30	0.876155888546403	-0.35521320867566
-220	54	0.264809106723228	-0.196268771395891
-316	-25	-0.664784691915647	-0.254346493306177
-195	-17	-0.165807061983093	-0.165649448935228
-322	-22	-0.933103427228614	-0.24447465171004
-325	57	-0.960020752586444	-0.262629122629586
-314	31	0.594164860988189	-0.287902800657394
-293	-84	-0.625904110843226	-0.214200163216221
-565	-65	0.809076204718162	-0.552244505631803
-310	-72	0.664052247688223	-0.268097025697719
-405	72	-0.360942411572619	-0.378661070980543
-436	-49	-0.622974333933531	-0.351653866505509
-131	-14	-0.632374034852138	-0.0930548506798222
-337	14	0.0115054780724508	-0.296895056951137
-451	-87	-0.2195806756798	-0.38054336937035
